Wall time,Step,Value
1653517560.1691616,79,5.293036937713623
1653517563.8748786,159,5.575007915496826
1653517567.2796602,239,6.042851448059082
1653517570.1595492,319,7.620495319366455
1653517573.2307153,399,9.892351150512695
1653517576.6460495,479,13.432766914367676
1653517580.0627859,559,17.397628784179688
1653517583.4546556,639,22.696897506713867
1653517586.858648,719,29.189233779907227
1653517590.2925208,799,35.65375900268555
1653517593.6937137,879,44.392208099365234
1653517597.092863,959,54.25617980957031
1653517600.4820828,1039,77.74864196777344
1653517603.8982108,1119,115.9823989868164
1653517607.2870767,1199,138.40052795410156
1653517610.6813097,1279,141.220703125
1653517614.121874,1359,143.9820556640625
1653517617.5390933,1439,142.05320739746094
1653517620.9544322,1519,146.44285583496094
1653517624.4194643,1599,143.50003051757812
1653517627.8088,1679,145.9960479736328
1653517631.153087,1759,141.07386779785156
1653517634.599562,1839,146.9362335205078
1653517638.0202882,1919,147.90480041503906
1653517641.3799632,1999,141.68861389160156
1653517644.7527974,2079,141.0200958251953
1653517648.1495376,2159,146.24098205566406
1653517651.4883587,2239,143.45220947265625
1653517655.0866954,2319,145.3138427734375
1653517658.4514015,2399,142.11048889160156
1653517661.870473,2479,144.748046875
1653517665.237155,2559,149.3368377685547
1653517668.6191945,2639,146.84710693359375
1653517672.0734181,2719,142.6847686767578
1653517675.4063363,2799,144.8586883544922
1653517679.165733,2879,144.63119506835938
1653517682.5583298,2959,141.2837677001953
1653517685.9621205,3039,146.63174438476562
1653517689.3298795,3119,140.96168518066406
1653517692.732362,3199,144.14390563964844
1653517696.1225424,3279,145.72071838378906
1653517699.5463092,3359,145.43145751953125
1653517703.0883625,3439,144.526123046875
1653517706.5430918,3519,143.30772399902344
1653517709.988739,3599,148.52310180664062
1653517713.3890576,3679,152.8297882080078
1653517716.7470183,3759,150.99114990234375
1653517720.1964037,3839,159.150146484375
1653517723.830762,3919,160.07241821289062
1653517727.1895387,3999,158.5447998046875
1653517730.6942787,4079,168.22500610351562
1653517734.2260416,4159,165.9727783203125
1653517737.661855,4239,167.4949951171875
1653517741.0929968,4319,168.89503479003906
1653517744.4968324,4399,180.22113037109375
1653517747.8472576,4479,187.1885528564453
1653517751.2295673,4559,191.57318115234375
1653517754.6345987,4639,197.33425903320312
1653517758.0124362,4719,198.32366943359375
1653517761.3814955,4799,209.11972045898438
1653517764.8408568,4879,208.98391723632812
1653517768.2434094,4959,211.4309539794922
1653517771.6688125,5039,218.62393188476562
1653517775.0701077,5119,220.84625244140625
1653517778.0105486,5199,219.4437713623047
1653517781.4354203,5279,225.91299438476562
1653517784.8222265,5359,227.8676300048828
1653517788.2466984,5439,232.2635040283203
1653517791.8557978,5519,237.28321838378906
1653517795.2819169,5599,234.0509796142578
1653517798.7744837,5679,234.196044921875
1653517802.1810627,5759,239.02467346191406
1653517805.5908837,5839,232.0238494873047
1653517808.97586,5919,242.41207885742188
1653517812.396237,5999,247.5311737060547
1653517815.86922,6079,241.9526824951172
1653517819.2932727,6159,245.50877380371094
1653517822.7231185,6239,248.4177703857422
1653517826.125629,6319,245.85452270507812
1653517829.744836,6399,241.31507873535156
1653517833.173074,6479,243.16004943847656
1653517836.5444403,6559,243.14590454101562
1653517839.9827278,6639,244.88894653320312
1653517843.3588634,6719,238.890625
1653517846.7762008,6799,249.2789764404297
1653517850.2096457,6879,248.66744995117188
1653517853.6278615,6959,243.7261962890625
1653517857.2035563,7039,243.95094299316406
1653517860.569665,7119,248.54400634765625
1653517863.431172,7199,244.9215545654297
1653517866.8174117,7279,247.2239532470703
1653517869.9648201,7359,249.30665588378906
1653517873.3536506,7439,244.57945251464844
1653517876.764064,7519,247.66455078125
1653517880.1595345,7599,252.53884887695312
1653517883.7619245,7679,249.77020263671875
1653517887.1204123,7759,249.2839813232422
1653517890.4938712,7839,247.79637145996094
1653517894.2980876,7919,246.37982177734375
1653517897.6423793,7999,247.6456298828125
1653517901.060935,8079,248.4032440185547
1653517904.4428856,8159,247.8445281982422
1653517907.8769314,8239,242.90682983398438
1653517911.4765768,8319,242.1699676513672
1653517914.8916023,8399,243.0542755126953
1653517918.7935753,8479,249.9577178955078
1653517922.1984901,8559,247.6509246826172
1653517925.9232614,8639,238.41029357910156
1653517929.3375478,8719,238.99734497070312
1653517932.7710893,8799,237.5584716796875
1653517936.244747,8879,239.83995056152344
1653517939.6800025,8959,238.45755004882812
1653517943.151101,9039,236.85427856445312
1653517946.578118,9119,233.86090087890625
1653517950.0401216,9199,236.97462463378906
1653517953.4127676,9279,237.9031982421875
1653517956.8479338,9359,234.3218231201172
1653517960.246624,9439,233.20285034179688
1653517963.8853905,9519,230.3133544921875
1653517967.0242126,9599,234.4822540283203
1653517970.4048362,9679,230.2335205078125
1653517973.8873959,9759,234.47210693359375
1653517977.2938445,9839,231.31260681152344
1653517980.676967,9919,228.0655975341797
1653517984.0780747,9999,233.05894470214844
1653517987.4731498,10079,233.62820434570312
1653517990.8667176,10159,239.28570556640625
1653517994.3016098,10239,236.22500610351562
1653517997.6808662,10319,239.94744873046875
1653518001.0970137,10399,237.16334533691406
1653518004.4872832,10479,234.15455627441406
1653518007.8529499,10559,238.3532257080078
1653518011.270744,10639,242.50759887695312
1653518014.6415153,10719,236.13674926757812
1653518018.019161,10799,240.47544860839844
1653518021.4208226,10879,237.93670654296875
1653518024.8519244,10959,244.13682556152344
1653518028.2433076,11039,236.17132568359375
1653518031.7160335,11119,247.90573120117188
1653518035.1400104,11199,240.84364318847656
1653518038.5410905,11279,240.11732482910156
1653518041.9543707,11359,238.5209197998047
1653518045.3147047,11439,247.7964324951172
1653518048.6947503,11519,245.8030242919922
1653518052.0660899,11599,241.96255493164062
1653518055.4469948,11679,244.1152801513672
1653518058.8114145,11759,246.79757690429688
1653518062.2319095,11839,241.93060302734375
1653518065.665501,11919,245.99217224121094
1653518069.0671475,11999,245.43812561035156
1653518072.48178,12079,244.98565673828125
1653518075.8784466,12159,242.9967803955078
1653518079.234054,12239,239.0518798828125
1653518082.0954242,12319,246.84849548339844
1653518085.5290663,12399,244.70082092285156
1653518089.078404,12479,240.69956970214844
1653518092.5216854,12559,245.05502319335938
1653518095.891362,12639,240.81378173828125
1653518099.320811,12719,244.10882568359375
1653518102.759556,12799,239.51014709472656
1653518106.1550174,12879,243.13072204589844
1653518109.5515254,12959,242.51327514648438
1653518112.406042,13039,243.41001892089844
