Wall time,Step,Value
1654611735.802876,79,4.521218299865723
1654611739.56999,159,4.282340049743652
1654611743.3267605,239,4.6159844398498535
1654611747.1382446,319,6.221550941467285
1654611751.1423113,399,9.460028648376465
1654611754.843564,479,13.287004470825195
1654611758.685465,559,18.196352005004883
1654611762.4192777,639,23.610347747802734
1654611766.1842923,719,31.490171432495117
1654611770.1679502,799,39.023681640625
1654611774.0572345,879,50.08689880371094
1654611777.7824528,959,68.39204406738281
1654611781.6006362,1039,99.59722137451172
1654611785.393314,1119,134.50633239746094
1654611789.2628329,1199,158.47506713867188
1654611793.061723,1279,159.38558959960938
1654611796.82086,1359,166.27203369140625
1654611800.57854,1439,166.90223693847656
1654611804.275551,1519,169.0417022705078
1654611808.0480015,1599,164.5601348876953
1654611811.8688028,1679,163.36911010742188
1654611815.6076694,1759,170.2692413330078
1654611819.4713483,1839,165.51019287109375
1654611823.2459633,1919,168.41822814941406
1654611827.042126,1999,166.21517944335938
1654611830.906615,2079,172.14442443847656
1654611834.7705095,2159,170.92930603027344
1654611838.493339,2239,174.3944549560547
1654611842.29998,2319,168.4376678466797
1654611846.2856019,2399,168.20779418945312
1654611850.1625822,2479,162.76409912109375
1654611854.0641544,2559,167.23031616210938
1654611857.9115264,2639,175.09544372558594
1654611861.8043518,2719,169.6017303466797
1654611865.6784813,2799,175.8055877685547
1654611869.4978178,2879,169.3520050048828
1654611873.409997,2959,175.33563232421875
1654611877.188753,3039,179.2586212158203
1654611881.0003946,3119,170.9799041748047
1654611884.8747573,3199,176.03555297851562
1654611888.693236,3279,172.25088500976562
1654611892.4471834,3359,179.07965087890625
1654611896.2574012,3439,181.6478271484375
1654611900.0849388,3519,179.90406799316406
1654611903.9879272,3599,186.2083740234375
1654611907.798765,3679,183.3867950439453
1654611911.4986587,3759,175.51400756835938
1654611915.3265557,3839,191.5348663330078
1654611919.252646,3919,190.9729766845703
1654611923.0278673,3999,185.8307342529297
1654611926.7971976,4079,196.74725341796875
1654611930.573629,4159,203.17428588867188
1654611934.453867,4239,210.8980255126953
1654611938.3930373,4319,214.5409698486328
1654611942.2604742,4399,229.4434814453125
1654611946.0191207,4479,228.79104614257812
1654611949.6948142,4559,242.10256958007812
1654611953.5317109,4639,244.457275390625
1654611957.3196876,4719,255.11997985839844
1654611961.004226,4799,261.1537780761719
1654611964.9544725,4879,264.6036376953125
1654611968.7264464,4959,268.8344421386719
1654611972.6339154,5039,271.8623352050781
1654611976.3675098,5119,285.282958984375
1654611980.134958,5199,292.0375671386719
1654611983.961951,5279,298.7325439453125
1654611987.7747555,5359,299.76617431640625
1654611991.5083816,5439,299.57525634765625
1654611995.4038248,5519,305.46112060546875
1654611999.1543884,5599,304.6942443847656
1654612002.872441,5679,319.06988525390625
1654612006.6281376,5759,325.1204833984375
1654612010.588035,5839,315.4329528808594
1654612014.530959,5919,321.46044921875
1654612018.376103,5999,320.4516906738281
1654612022.010267,6079,329.2579650878906
1654612025.8577118,6159,336.48486328125
1654612029.8066895,6239,333.9646911621094
1654612033.630614,6319,343.392822265625
1654612037.5075562,6399,339.23223876953125
1654612041.2085266,6479,344.2538146972656
1654612044.8196063,6559,342.8718566894531
1654612048.593723,6639,343.8800048828125
1654612052.3316813,6719,347.6020812988281
1654612056.0082598,6799,352.4443359375
1654612059.6714737,6879,354.9939270019531
1654612063.4804761,6959,357.07623291015625
1654612067.2403708,7039,368.7107849121094
1654612070.9821708,7119,365.45721435546875
1654612074.6634748,7199,366.7605895996094
1654612078.3608346,7279,369.61883544921875
1654612082.072309,7359,368.9305114746094
1654612085.907391,7439,386.82598876953125
1654612089.7289982,7519,373.9747314453125
1654612093.5371802,7599,384.1044616699219
1654612097.3232477,7679,381.76312255859375
1654612100.8932269,7759,384.8231201171875
1654612104.5549989,7839,392.8034362792969
1654612108.5023768,7919,393.1256408691406
1654612112.202543,7999,396.73126220703125
1654612116.198472,8079,401.5565490722656
1654612120.0333195,8159,407.76220703125
1654612123.7285745,8239,407.45269775390625
1654612127.4668505,8319,412.2377624511719
